X, Y
725.154, 243.428
401.226, 175.656
321.647, 158.179
495.806, 158.373
634.07, 164.738
271.614, 203.68
440.077, 282.419
286.224, 287.404
515.228, 287.404
698.522, 260.076
291.419, 337.599
489.137, 348.37
624.549, 325.262
314.615, 380.762
552.833, 380.762
408.496, 442.031
330.753, 461.941
501.19, 489.432
327.717, 568.164
546.119, 568.164
383.598, 637.234
526.312, 671.996
1008.81, 338.551
