X, Y
729.571, 300.619
939.003, 368.646
208.111, 102.111
1029.71, 177.171
275.377, 188.267
201.875, 239.886
200.281, 354.418
1023.53, 545.688
1273.46, 486.941
286.507, 571.121
1070.98, 836.528
1129.52, 892.014
